1300,128
456,32
600,64
660,64
560,64
596,64
808,128
724,64
588,64
600,64
724,64
500,64
940,128
624,64
480,64
596,64
284,32
556,64
828,64
548,64
1008,64
664,64
564,64
424,64
920,128
1036,128
1416,128
568,64
692,64
1140,128
868,128
1028,128
336,32
992,128
572,64
552,64
864,128
1332,128
304,32
624,64
1248,128
796,64
1452,128
508,64
888,128
1148,128
1084,128
652,64
712,64
244,32
524,64
1028,128
492,64
580,64
580,64
1084,128
1008,128
560,64
2024,256
368,32
760,64
432,64
616,64
644,64
364,32
560,64
1192,128
1556,128
760,64
648,64
1288,128
1052,128
572,64
516,64
776,64
1492,128
576,64
2176,256
776,64
588,64
2432,256
512,64
376,32
1252,128
548,64
1084,128
596,64
1516,128
656,64
432,64
520,64
980,128
1220,128
1040,128
956,128
1424,128
1144,128
564,64
636,64
308,32
580,64
564,64
1068,128
984,128
712,64
1612,128
984,128
436,32
524,64
668,64
824,64
1268,128
472,64
324,32
256,32
1252,128
284,32
348,64
660,64
592,64
1368,128
592,64
940,128
224,32
1168,128
608,64
1872,256
1192,128
1272,128
552,64
800,64
448,64
596,64
472,32
624,64
1300,128
1392,128
528,64
1268,128
536,64
624,64
1092,128
2468,256
452,64
544,64
388,32
324,32
524,64
736,64
1032,128
640,64
1040,128
224,32
1220,128
644,64
916,64
580,64
424,64
880,64
492,64
348,32
676,64
428,64
800,64
1684,128
280,32
780,64
2856,256
968,128
576,64
760,64
632,64
1268,128
1288,128
1532,128
424,64
380,32
336,32
564,64
456,64
956,128
332,32
972,128
492,64
732,64
392,32
992,128
636,64
296,32
536,64
1060,128
352,32
556,64
456,64
968,128
544,64
708,64
564,64
376,32
1328,128
496,64
1968,256
1184,128
540,64
224,32
920,64
600,64
640,64
1108,128
2008,256
488,64
1080,128
576,64
560,64
1088,128
240,32
236,32
608,64
1584,128
560,64
788,64
872,128
300,32
240,32
1152,128
388,32
556,64
240,32
1136,128
1408,128
612,64
1260,128
1264,128
1348,128
440,32
576,64
612,64
564,64
672,64
964,64
556,64
676,64
544,64
1340,128
576,64
356,32
1340,128
1000,128
920,64
1312,128
884,64
972,128
748,128
812,64
1824,256
568,64
228,32
260,32
664,64
852,64
916,128
1232,128
668,64
1056,128
932,128
716,64
688,64
532,64
540,64
2284,256
996,128
964,128
612,64
316,32
924,128
1092,128
988,128
1308,128
372,64
576,64
1516,128
1156,128
1320,128
920,128
552,64
1360,128
468,32
640,64
256,32
308,32
1252,128
1236,128
236,32
1104,128
488,64
688,64
1264,128
1192,128
1316,128
1248,128
1052,128
1012,128
1216,128
360,32
236,32
1408,128
936,64
512,64
1000,128
484,64
244,32
1188,128
544,64
892,128
500,64
1108,128
1268,128
760,64
2104,256
656,64
884,128
1288,128
1068,128
1336,128
1316,128
308,32
712,64
964,128
120,16
236,32
628,64
1172,128
2196,256
628,64
704,64
564,64
684,64
960,64
504,64
288,32
1080,128
504,64
1296,128
2264,256
488,64
432,64
716,64
932,128
764,64
308,32
340,32
504,64
492,64
784,64
632,64
396,32
616,64
640,64
1012,128
736,64
588,64
1440,128
604,64
416,64
836,64
1252,128
872,64
664,64
628,64
1096,128
1132,128
1332,128
1300,128
732,64
1972,256
852,128
520,64
772,64
600,64
448,64
1360,128
928,128
596,64
604,64
288,32
1896,256
916,128
356,32
1144,128
680,64
496,64
1548,128
1328,128
584,64
768,64
1432,128
932,128
580,64
640,64
1376,128
708,64
2180,256
1368,128
560,64
792,64
1996,256
352,32
2064,256
2216,256
364,32
588,64
584,64
1160,128
640,64
1104,128
928,128
960,128
1316,128
708,64
960,128
820,128
472,64
632,64
856,64
720,64
300,32
764,64
964,128
492,32
680,64
1240,128
284,32
848,128
636,64
608,64
612,64
536,64
516,64
512,64
280,32
800,128
1112,128
312,32
1132,128
560,64
552,64
500,64
504,64
748,64
288,32
692,64
736,64
376,32
132,16
600,64
1004,128
1072,128
1076,128
952,128
484,64
744,64
500,64
904,64
1432,128
1284,128
412,64
684,64
1476,128
1352,128
644,64
524,64
1084,128
596,64
564,64
1040,128
624,64
816,128
632,64
980,128
1052,128
644,64
544,64
932,128
1112,128
928,128
1116,128
1176,128
916,128
2312,256
572,64
1352,128
1328,128
248,32
252,32
1136,128
1128,128
2236,256
1336,128
1840,256
1004,128
1560,128
444,64
964,128
1208,128
692,64
344,32
572,64
552,64
528,64
388,64
1096,128
992,128
568,64
684,64
668,64
716,64
540,64
220,32
852,128
348,32
336,32
1072,128
984,128
1248,128
1168,128
1300,128
648,64
1328,128
500,64
428,64
1208,128
780,64
560,64
1688,128
1232,128
904,128
924,128
992,128
1328,128
924,128
596,64
604,64
448,64
612,64
624,64
740,64
296,32
1148,128
584,64
644,64
608,64
516,64
248,32
632,64
652,64
572,64
536,64
772,64
1292,128
628,64
1048,128
800,64
1492,128
