620,64
476,64
532,64
1280,128
1016,128
1184,128
648,64
568,64
636,64
416,32
588,64
576,64
944,128
932,64
696,64
484,64
228,32
608,64
288,32
612,64
1200,128
1352,128
556,64
620,64
740,64
1180,128
2028,256
716,64
244,32
1160,128
544,64
848,64
1312,128
272,32
580,64
640,64
640,64
260,32
500,64
1004,128
660,64
444,64
668,64
436,32
584,64
996,128
1292,128
880,128
1124,128
400,32
988,128
588,64
1140,128
816,128
492,64
476,64
584,64
1048,128
892,128
684,64
680,64
1200,128
1016,128
392,32
236,32
528,64
568,64
580,64
540,64
768,64
416,64
424,64
564,64
1072,128
284,32
940,128
1716,256
996,128
684,64
400,64
816,64
496,64
516,64
696,64
676,64
660,64
1256,128
940,128
620,64
1260,128
624,64
1020,128
628,64
1204,128
476,64
1352,128
1276,128
620,64
352,32
1064,128
320,32
2016,256
756,128
532,64
564,64
536,64
792,64
320,32
1028,64
792,64
1288,128
1200,128
1120,128
440,64
648,64
1048,128
1204,128
1052,128
608,64
532,64
428,64
756,64
908,128
492,64
612,64
232,32
428,64
636,64
804,64
516,64
308,32
820,128
772,64
1144,128
492,64
1452,128
572,64
524,64
1704,128
924,64
528,64
104,16
1204,128
364,32
1076,128
352,64
620,64
768,64
1188,128
576,64
764,64
880,64
236,32
388,64
576,64
716,64
976,128
1196,128
1204,128
420,32
1244,128
1364,128
1100,128
1324,128
832,64
1372,128
576,64
484,64
1256,128
948,128
1040,128
876,128
456,64
752,64
1116,128
828,128
952,128
228,32
1224,128
368,32
1132,128
1308,128
576,64
1252,128
488,64
316,32
1256,128
468,64
736,64
1540,128
520,64
852,128
740,64
644,64
848,64
1052,128
468,64
316,32
1248,128
800,64
520,64
440,32
504,64
1272,128
1296,128
1248,128
608,64
752,64
548,64
644,64
460,32
448,64
764,64
696,64
1048,128
760,64
984,128
1288,128
324,32
676,64
828,64
520,64
2080,256
128,16
432,64
1104,128
672,64
1148,128
1176,128
1512,128
428,32
868,128
928,64
316,64
420,64
520,64
868,128
736,64
596,64
1112,128
592,64
740,64
800,64
1168,128
288,32
576,64
612,64
396,64
544,64
960,128
508,64
260,32
392,32
620,64
608,64
640,64
1196,128
1204,128
540,64
1008,128
880,128
396,32
1212,128
1012,128
904,64
672,64
108,16
888,64
1264,128
384,32
1192,128
1292,128
544,64
568,64
1240,128
352,32
932,128
1348,128
460,32
980,128
1100,128
364,32
540,64
688,64
1288,128
524,64
876,128
400,32
1216,128
1036,128
988,128
564,64
488,64
600,64
572,64
596,64
440,64
308,32
636,64
332,32
924,128
832,128
1288,128
2580,256
1296,128
292,32
500,64
228,32
548,64
832,64
416,64
660,64
596,64
476,64
864,64
536,64
1236,128
852,64
1132,128
924,64
328,64
536,64
1172,128
1296,128
560,64
640,64
1228,128
1320,128
1100,128
504,64
436,32
1496,128
556,64
644,64
848,64
444,64
284,32
556,64
484,64
1108,128
888,64
632,64
192,32
964,128
1228,128
256,32
872,64
544,64
560,64
1236,128
628,64
1284,128
472,64
140,16
1408,128
576,64
376,32
1164,128
580,64
1184,128
2276,256
648,64
588,64
656,64
376,32
620,64
2204,256
572,64
236,32
540,64
1184,128
956,128
1092,128
952,128
648,64
1056,128
576,64
364,32
1204,128
644,64
856,128
340,32
860,128
508,32
684,64
356,32
456,64
1252,128
1072,128
304,32
644,64
708,64
528,64
1428,128
540,64
1212,128
324,32
1120,128
820,64
640,64
1160,128
652,64
304,32
580,64
712,64
472,32
1180,128
528,64
1320,128
576,64
316,32
1228,128
456,64
752,64
784,64
544,64
904,128
1212,128
1352,128
1244,128
2192,256
1184,128
648,64
1488,128
504,64
1080,128
1112,128
568,64
672,64
356,32
512,64
632,64
1332,128
944,64
876,128
1100,128
276,32
432,64
1104,128
264,32
596,64
1004,128
572,64
600,64
652,64
464,64
320,32
432,64
1204,128
240,32
280,32
420,64
2172,256
288,32
852,64
656,64
920,128
592,64
1316,128
428,64
1224,128
1020,128
704,64
560,64
516,64
400,64
944,128
1016,128
712,64
1244,128
448,64
676,64
404,32
584,64
660,64
1244,128
924,64
580,64
1132,128
560,64
776,64
428,64
696,64
544,64
708,64
1172,128
448,32
304,32
608,64
816,64
972,128
1008,128
488,64
576,64
1004,128
544,64
1068,128
484,64
716,64
976,128
616,64
1108,128
1132,128
648,64
892,128
796,64
1228,128
1316,128
672,64
536,64
488,64
2456,256
1256,128
616,64
848,64
868,64
944,128
344,32
720,64
1820,128
1016,128
1288,128
2348,256
936,128
320,32
624,64
1076,128
260,32
568,64
1316,128
1144,128
1060,128
100,16
812,128
1000,128
660,64
428,64
904,64
528,64
272,32
540,64
636,64
744,64
148,16
1232,128
1368,128
636,64
284,32
1192,128
1316,128
868,128
324,32
1572,128
560,64
548,64
1560,128
1256,128
608,64
228,32
1288,128
1348,128
1228,128
884,64
2212,256
572,64
1096,128
472,64
588,64
556,64
552,64
452,64
416,64
292,32
384,32
244,32
1096,128
704,64
648,64
492,64
516,64
476,64
436,32
596,64
1240,128
464,64
1300,128
1444,128
332,32
1924,256
760,64
464,64
212,32
332,32
744,64
312,32
428,64
1076,128
928,128
688,64
1680,128
524,64
544,64
932,128
484,64
636,64
916,64
1124,128
188,16
916,128
524,64
1932,256
384,64
628,64
1012,128
1004,128
636,64
984,128
684,64
1040,128
256,32
896,128
1128,128
1040,128
540,64
120,16
972,128
756,64
656,64
532,64
208,32
888,64
304,32
1116,128
644,64
736,64
576,64
172,16
608,64
712,64
408,32
576,64
584,64
596,64
804,64
300,32
1044,128
696,64
1116,128
1440,128
1240,128
636,64
456,32
940,128
532,64
488,64
344,32
692,64
260,32
716,64
1112,128
1024,128
440,64
352,32
376,32
516,64
508,64
1020,128
536,64
616,64
1104,128
576,64
516,64
956,128
552,64
396,64
788,64
1316,128
272,32
1040,128
1324,128
1012,128
1216,128
992,128
1240,128
1096,128
260,32
984,128
300,32
376,32
628,64
424,64
1244,128
1136,128
520,64
300,32
1144,128
1296,128
572,64
1180,128
140,16
1240,128
1072,128
996,128
648,64
852,64
552,64
1924,128
1132,128
236,32
1040,128
1516,128
576,64
1064,128
492,64
672,64
1108,128
1084,128
852,64
504,64
424,32
1136,128
1244,128
484,64
2232,256
508,64
784,64
1680,256
660,64
1912,256
2276,256
936,128
228,32
100,16
1084,128
616,64
952,128
912,128
588,64
1232,128
576,64
772,64
848,64
1216,128
628,64
560,64
464,64
480,64
1920,256
624,64
548,64
676,64
1164,128
728,64
1052,128
268,32
540,64
604,64
2328,256
968,128
1260,128
1016,128
932,128
484,64
1212,128
724,64
200,32
488,64
564,64
724,64
568,64
240,32
676,64
932,128
244,32
540,64
556,64
264,32
552,64
2068,256
2052,256
520,64
1232,128
644,64
640,64
280,32
692,64
1256,128
696,64
152,16
376,32
1124,64
744,64
564,64
608,64
440,64
980,128
1888,256
804,64
1056,128
1160,128
512,64
1188,128
1004,128
612,64
364,32
552,64
716,64
336,32
1424,128
1084,128
1272,128
392,32
188,32
1260,128
532,64
924,128
652,64
452,64
1192,128
672,64
500,64
448,64
412,64
704,64
1172,128
1356,128
584,64
732,64
656,64
1028,128
908,64
1052,128
532,64
348,32
508,32
148,16
708,64
152,16
1012,128
220,32
512,64
648,64
2248,256
952,128
1288,128
1476,128
744,64
436,64
1228,128
524,64
972,128
1156,128
272,32
1292,128
636,64
596,64
668,64
1072,128
492,64
352,32
660,64
576,64
648,64
620,64
456,64
548,64
784,64
1136,128
2336,256
568,64
1408,128
692,64
704,64
532,64
588,64
1128,128
516,64
720,64
1624,128
1176,128
196,32
424,32
564,64
1064,128
716,64
1224,128
956,128
540,64
480,64
1248,128
1332,128
852,128
1228,128
660,64
552,64
844,128
532,64
2332,256
380,32
432,64
556,64
584,64
1312,128
592,64
820,64
2088,256
684,64
552,64
320,32
1240,128
532,64
540,64
1116,128
200,32
964,128
520,64
500,64
584,64
676,64
1288,128
564,64
1348,128
332,32
520,64
1132,64
640,64
1320,128
784,64
284,32
512,64
1104,128
404,64
596,64
716,64
564,64
616,64
1220,128
764,64
1004,128
1372,128
952,64
524,64
880,128
508,64
852,128
1168,128
908,128
1164,128
976,128
2236,256
464,32
536,64
1196,128
328,32
396,64
656,64
644,64
564,64
532,64
1168,128
608,64
604,64
668,64
864,64
676,64
460,64
556,64
964,128
452,64
564,64
1120,128
1008,128
604,64
444,32
512,64
268,32
592,64
480,64
944,128
712,64
620,64
1264,128
964,128
528,64
348,32
1308,128
552,64
212,32
1024,128
1388,128
572,64
1008,64
812,64
408,64
548,64
276,32
1052,128
1068,128
252,32
456,64
544,64
1452,128
644,64
408,64
812,128
740,64
1272,128
544,64
624,64
616,64
1000,128
440,64
628,64
1252,128
468,64
1240,128
736,64
740,64
