score,best_tile
1196,128
944,64
964,64
360,32
1588,128
1300,128
1552,128
2648,256
988,64
992,128
1180,64
2220,256
1476,128
1424,128
1492,128
1200,128
876,64
836,64
2436,256
2116,256
1856,256
788,64
672,64
1668,128
1176,128
344,32
476,64
712,64
1244,128
1236,128
1356,128
716,64
1596,128
1292,128
1728,128
1216,128
752,64
448,64
1272,128
1064,64
820,64
2128,256
624,64
720,64
996,128
800,64
804,64
752,64
1152,128
1524,128
268,32
1696,128
760,64
904,128
2008,128
664,64
332,32
2296,256
1144,128
672,64
1980,128
1952,256
1468,128
2768,256
1284,128
980,64
2228,256
1340,128
692,64
1440,128
1448,128
1116,128
1320,128
2140,256
2416,256
1612,128
1328,128
3024,256
1468,128
1340,128
3120,256
2068,256
1348,128
744,64
444,64
660,64
664,64
2728,256
1876,128
1444,128
1688,128
2212,256
320,32
400,64
2240,256
1244,128
1580,128
1276,128
1216,128
2400,256
1848,256
1232,128
1592,128
632,64
1516,128
884,128
1400,128
1460,128
804,64
904,64
1192,128
1632,128
1448,128
864,64
920,128
2036,256
756,64
1528,128
576,64
444,32
804,64
1552,128
1128,128
1504,128
704,64
624,64
276,32
824,64
1376,128
540,32
1636,128
2740,256
2152,256
1148,128
2732,256
1580,128
2580,256
1128,128
596,64
1264,128
2200,256
2088,256
1016,128
1180,64
1324,128
684,64
2892,256
1260,128
1504,128
560,64
1372,128
1044,64
852,64
1108,128
1472,128
2508,128
1392,128
780,64
656,64
904,64
1960,128
1480,128
900,64
740,64
584,64
484,64
1192,128
596,64
1284,128
1188,128
1116,128
1296,128
1224,128
1604,128
544,64
1312,128
412,32
1532,128
1000,128
2336,256
1444,128
932,128
976,64
436,32
764,64
2064,256
2788,256
560,64
828,64
872,64
1552,128
1284,128
2252,256
740,64
924,64
316,32
1244,128
816,64
548,32
1384,128
1288,128
1036,128
1188,128
1684,128
1072,128
728,64
2688,256
880,64
688,64
712,64
1456,128
948,64
2152,256
1160,128
596,64
1020,64
1404,128
496,32
1944,128
888,64
1136,128
1732,128
672,64
1464,128
988,128
384,32
952,64
324,32
2520,256
664,64
1696,128
1128,128
2444,256
2684,256
2492,256
1244,128
1096,128
1396,128
1044,128
3400,256
1092,128
716,64
1484,128
1104,128
1472,128
668,64
932,128
2028,256
1416,128
856,128
1168,128
1308,128
1064,128
1304,128
2224,128
684,64
1624,128
1356,128
844,64
828,64
1172,128
876,64
1328,128
1316,128
940,64
820,64
1364,128
1524,128
980,64
1688,128
1284,64
652,64
784,64
2124,256
1360,128
568,64
1344,128
2664,256
2664,256
540,64
1292,128
1228,128
300,32
1296,128
548,64
2116,256
660,64
1552,128
1212,128
1668,128
628,64
412,64
920,64
2408,256
1352,128
1380,128
644,64
1188,128
1104,128
1256,128
656,64
2432,256
1328,128
2068,256
1376,128
1268,128
1420,128
1948,128
2544,256
568,64
1360,128
2076,128
700,64
500,64
2228,256
2992,256
872,64
588,64
2144,128
1536,128
1956,128
1232,128
2004,256
692,64
1504,128
1380,128
908,64
636,64
1296,128
1720,128
820,64
1748,128
1768,128
584,64
3112,256
1340,128
2020,128
1924,128
1168,64
1200,128
672,64
656,64
1272,128
1040,128
1692,128
1392,128
1076,64
2792,256
1908,128
2012,256
1292,128
1720,128
1344,128
1356,128
576,64
1256,128
608,64
700,64
448,32
1560,128
1400,128
2024,128
1564,128
2172,256
1096,128
1392,128
256,32
2832,256
736,64
1672,128
752,64
1164,128
1120,128
1380,128
1964,128
1388,128
2112,256
704,64
2324,256
1408,128
1688,128
752,64
2844,256
588,64
456,64
568,64
2224,256
1136,64
2568,256
532,64
2248,256
2280,256
1136,128
1316,128
560,64
1180,128
1580,128
1432,128
1044,128
1276,128
596,64
1196,128
1456,128
1236,128
1136,128
892,64
804,64
692,64
492,32
2176,256
292,32
544,32
2248,256
584,64
772,128
2096,128
1000,128
1024,64
1420,128
3032,256
396,32
1096,128
6804,512
1280,128
1172,128
856,64
1196,128
892,64
508,64
660,64
1932,256
964,64
1916,128
828,64
1096,128
1860,128
1076,128
2700,256
900,64
1312,128
2044,128
288,32
1312,128
2892,256
1208,128
1460,128
892,128
1468,128
684,64
512,32
1256,128
2000,128
1368,128
2204,256
1356,128
608,32
1248,128
284,32
2268,256
652,64
1504,128
396,32
556,64
1128,128
744,64
2348,128
1380,128
1860,256
1328,128
1360,128
548,64
1640,128
2392,256
272,32
2136,256
496,64
808,64
1448,128
1956,128
1116,128
1604,128
708,64
1500,128
676,64
2308,256
860,128
2704,256
784,64
924,64
2128,256
2036,256
844,64
1364,128
1640,128
1164,128
600,64
692,64
1196,128
1520,128
868,64
636,64
1492,128
1436,128
2796,256
1248,128
1520,128
664,64
3024,256
660,64
1992,128
728,64
2424,256
1088,128
584,64
1596,128
2060,128
1252,128
868,128
696,64
592,64
1316,128
1552,128
1412,128
1180,128
616,32
1312,128
1648,128
1152,128
996,128
1324,128
704,64
2732,256
1024,128
596,64
436,32
3092,256
848,64
1352,128
600,64
1224,128
484,32
672,64
564,64
1084,128
2340,256
1504,128
1480,128
1148,128
1216,128
724,64
2832,256
2480,256
688,64
2648,256
696,64
1416,128
3432,256
1168,128
3184,256
704,64
2996,256
1080,64
1428,128
940,128
1908,128
1396,128
1260,128
772,64
1432,128
2108,128
1000,128
680,64
948,128
1032,128
992,128
1192,128
776,64
1720,128
1072,128
812,128
2100,128
1236,128
600,64
984,64
748,64
1956,128
1132,128
1404,128
1184,64
1200,128
792,64
1744,128
1284,128
1288,128
820,64
1372,128
1328,128
1468,128
936,128
2468,256
1168,128
2512,256
1004,128
524,64
892,64
636,64
304,32
1012,128
1332,128
1660,128
1952,128
1228,128
956,64
1716,128
752,64
2092,128
832,64
2756,256
548,64
712,64
1596,128
1100,128
640,64
2356,256
424,32
1188,128
700,64
1548,128
1248,128
432,32
892,64
2720,256
868,64
1156,128
548,64
760,64
908,64
520,32
912,128
2328,256
2176,256
916,128
652,64
2476,256
1316,128
1232,128
1828,128
632,64
644,64
1488,128
652,64
1956,128
312,32
716,64
840,64
1140,128
1484,128
1052,128
788,64
1188,128
712,64
480,64
2604,256
1284,128
1064,128
1200,128
696,64
1324,128
1656,128
920,64
1960,128
1740,256
1392,128
320,32
1184,128
872,64
376,32
2384,256
956,64
788,64
1988,128
1112,64
1068,128
1672,128
1288,128
1580,128
836,64
1704,128
904,64
616,64
572,64
532,64
1252,128
496,64
1312,128
1056,128
2312,256
1408,128
1368,128
1384,128
2128,256
1392,128
1272,128
768,64
364,32
1012,64
1492,128
1776,128
1068,128
928,128
1052,128
1140,128
1276,128
1172,128
1624,128
1228,128
1428,128
1024,128
1336,128
1160,128
1472,128
2388,256
976,128
336,32
1300,128
2068,256
1544,128
752,64
1424,128
3232,256
1608,128
500,64
820,64
772,64
2884,256
544,64
692,64
1424,128
1784,128
700,64
592,64
1308,128
596,64
2736,256
1156,128
936,128
972,128
2692,256
1132,128
1576,128
2076,128
1304,128
888,64
1952,128
3016,256
1616,128
1516,128
1244,128
1468,128
1436,128
1520,128
844,128
756,64
952,64
792,64
2232,256
1628,128
1708,128
988,128
1872,128
1444,128
1368,128
2856,256
2432,256
612,64
828,64
940,64
1052,64
2748,256
1296,128
2384,256
964,64
1068,128
1016,64
464,64
668,64
1636,128
1296,128
524,64
2572,256
1880,128
1168,128
1112,128
536,64
672,64
1552,128
768,64
480,64
1544,128
332,32
1220,128
1480,128
1348,128
728,64
1408,128
1952,256
1400,128
684,64
2520,256
1348,128
1640,128
328,32
1404,128
1748,128
3108,256
1332,128
1632,128
868,64
2716,256
1096,128
708,64
964,128
1056,128
1164,128
804,64
1180,128
780,64
1512,128
628,64
2224,256
2464,256
848,64
728,64
880,64
1088,128
672,64
444,32
1308,128
660,64
2316,256
1324,128
2884,256
1068,128
2060,128
1052,128
1308,128
3716,256
2752,256
652,64
1332,128
876,64
560,64
852,64
796,64
540,64
680,64
1064,128
1184,128
576,64
1108,128
2028,256
676,64
1184,128
1008,128
1344,128
592,64
1376,128
1284,128
1232,128
740,64
2040,128
2364,256
1412,128
1376,128
2040,256
2612,256
1064,128
2436,256
1844,128
1632,128
2876,256
1128,128
656,64
1568,128
2244,256
692,64
2148,256
1484,128
1348,128
996,64
1292,128
2100,256
808,64
676,64
1256,128
696,64
1192,128
1208,128
1188,128
1508,128
552,64
864,64
1000,128
2036,256
1740,128
2396,256
320,32
1008,64
3060,256
1236,128
1276,128
1352,128
956,64
1416,128
1124,128
1116,128
1804,128
912,128
616,64
2360,256
1364,128
348,32
1044,128
964,64
724,64
1828,128
1832,128
1108,128
780,64
1124,128
1380,128
700,64
676,64
920,64
1060,128
872,64
1100,128
992,128
1672,128
792,64
1644,128
2156,256
1576,128
1196,128
1244,128
2376,256
500,32
1128,128
704,64
1356,128
760,64
1028,128
632,64
624,64
524,64
2040,128
2768,256
724,64
1016,64
1268,128
1248,128
3092,256
448,32
468,32
2968,256
1528,128
2136,128
2392,256
824,128
2636,256
1308,128
1308,128
2896,256
1096,128
684,64
820,64
1504,128
808,64
1000,128
1336,128
1236,128
2772,256
340,32
1224,128
1708,128
1956,128
744,64
1020,128
672,32
1364,128
1424,128
1348,128
1604,128
1440,128
512,64
1164,128
2392,256
1444,128
1576,128
1436,128
828,64
1256,128
1504,128
1356,128
468,64
624,64
1648,128
1716,128
1804,128
668,64
604,64
780,64
1268,128
1596,128
1748,256
348,32
1412,128
1120,64
1124,128
912,128
1288,128
1684,128
576,64
768,64
516,64
428,32
528,64
1120,64
760,64
1228,128
996,128
568,64
1168,128
456,32
1760,128
756,64
1588,128
1476,128
704,64
860,64
1668,128
668,64
1208,128
928,64
1188,64
1348,128
880,64
1084,128
984,64
1100,64
748,64
1216,128
1824,128
1468,128
1200,128
712,64
1296,128
816,64
2596,256
640,64
2920,256
784,64
1108,128
1352,128
3168,256
1600,128
480,64
2200,256
1324,128
2480,256
1304,128
676,64
1268,128
1352,128
1624,128
1412,128
1336,128
1276,128
492,32
2260,256
936,64
1504,128
1872,128
1408,128
632,64
968,128
1056,128
708,64
1192,128
632,64
824,64
1092,128
648,64
1248,128
1244,128
596,64
2648,256
564,64
628,64
856,64
988,128
1332,128
1676,128
644,64
1396,128
1452,128
2824,256
1268,128
1940,256
1264,128
1652,128
1112,128
1260,128
1476,128
752,64
872,128
2384,256
1840,128
1068,64
1380,128
1280,128
1476,128
1304,128
2356,256
340,32
2584,256
1424,128
2744,256
692,64
1452,128
1232,128
1204,128
1192,128
712,64
1252,128
596,32
1048,128
692,64
1020,128
2752,256
504,32
1520,128
1048,64
996,128
1132,128
1504,128
1340,128
1040,64
1776,128
688,64
788,64
524,64
2808,256
508,64
644,64
664,64
2432,256
1100,64
724,64
984,128
1160,128
1624,128
2296,256
4412,512
1084,128
1680,128
664,64
656,64
704,64
1512,128
1492,128
1052,128
3128,256
1128,128
1036,64
1576,128
1036,128
912,128
1480,128
1036,128
5752,512
724,128
968,128
812,64
760,64
896,64
1144,128
780,64
1776,128
1084,128
756,64
632,64
1100,128
1340,128
2456,256
1428,128
724,64
1148,128
500,64
1364,128
1044,128
1392,128
1208,128
284,32
604,64
2156,256
2416,256
920,64
2488,256
1100,128
2984,256
1300,128
1160,128
572,64
1244,128
520,64
1968,128
760,64
680,64
1068,128
840,128
1380,128
628,64
704,64
2500,256
528,64
560,64
728,64
2320,256
564,64
1140,128
1240,128
580,64
888,64
1348,128
732,64
704,64
560,32
1172,128
1304,128
948,128
1236,64
604,64
336,32
1000,128
2608,256
804,64
580,64
908,64
624,64
2196,256
756,64
1716,256
1824,128
1140,128
1336,128
2392,256
1016,128
1168,128
608,64
1272,128
1596,128
1144,128
1208,128
296,32
608,64
1248,128
1164,128
1028,64
612,64
1388,128
728,64
1776,128
1260,128
624,32
600,64
1276,128
2092,256
536,64
1188,128
2976,256
1508,128
1284,128
1372,128
1064,128
1988,256
2036,256
2400,256
1844,128
1296,128
1608,128
1568,128
1312,128
1300,128
296,32
1052,128
1620,128
1220,128
1208,128
1308,128
976,64
2444,256
2656,256
3028,256
2068,128
788,64
2300,256
2260,256
808,64
2004,256
660,64
872,64
2160,256
1388,128
620,64
2992,256
1264,128
1236,64
1408,128
1704,128
2508,256
512,64
1344,128
1368,128
2120,256
2804,256
1640,128
2472,256
516,64
1656,128
1232,128
1120,128
752,64
1108,128
632,64
956,128
1328,128
372,32
676,32
2324,256
748,64
1188,128
1312,128
356,32
2016,128
1204,128
620,64
1136,128
1220,128
880,64
1004,128
408,32
1456,128
1052,64
1072,128
952,128
580,64
1324,128
576,64
980,128
1020,64
1296,128
1336,128
2376,256
1024,64
960,128
1728,128
776,64
1108,128
576,64
656,64
1392,128
1272,128
1420,128
576,64
1660,128
1732,128
2228,256
1372,128
752,64
1232,128
1056,128
584,64
1148,128
524,64
704,64
2508,256
1084,128
2028,256
1800,128
728,64
1168,128
1984,256
1284,128
480,32
940,64
1048,128
2764,256
672,64
1432,128
1288,128
2344,256
276,32
1992,256
416,32
1260,128
660,64
1392,128
1508,128
740,64
2308,256
1356,128
656,64
1380,128
500,64
792,64
424,32
1040,128
1380,128
1492,128
928,64
1468,128
492,32
2780,256
1156,128
948,64
1292,128
1748,128
1348,128
2356,256
2116,256
384,32
2840,256
1232,128
1304,128
556,32
1560,128
680,64
640,64
608,64
508,32
1008,64
840,64
544,64
1192,128
868,64
1760,256
1396,128
820,64
1424,128
920,64
1204,128
1472,128
1868,128
728,64
980,64
1388,128
816,64
740,64
1256,128
2268,256
1436,128
636,64
2660,256
596,64
836,64
1092,128
632,64
1040,64
1404,128
1500,128
872,64
2464,256
2128,256
1672,128
1152,64
476,64
752,64
2100,128
560,64
1408,128
2448,256
1284,128
1600,128
676,64
1108,128
1524,128
1620,128
2548,256
1356,128
1300,128
2508,256
920,64
652,64
1328,128
1060,128
568,32
672,64
1448,128
1208,64
1008,128
776,64
996,128
2760,256
724,64
1036,128
1616,128
2016,128
792,64
252,32
1604,128
788,64
300,32
868,64
772,64
668,64
1780,128
228,32
524,32
916,128
2056,256
1248,128
2160,256
1208,128
1424,128
1792,256
1192,128
1132,128
1212,128
1376,128
2152,256
1364,128
520,64
476,64
992,64
768,64
1184,128
828,128
988,128
1328,128
640,64
992,64
1768,128
504,32
860,64
700,64
1100,128
364,64
2600,256
3044,256
980,128
524,64
500,64
1380,128
972,128
2096,128
1528,128
268,32
1536,128
2212,256
1268,128
2720,256
600,64
4696,512
1856,256
1316,128
1024,128
1024,128
716,64
380,32
1232,128
948,64
500,64
2048,128
1088,128
2000,256
1340,128
1452,128
2136,128
912,64
664,64
1404,128
1460,128
2832,256
1056,128
596,64
1040,128
808,64
880,64
844,64
1420,128
1308,128
3352,256
732,64
1048,64
1556,128
664,64
2064,256
1208,128
2048,256
596,64
1580,128
1376,128
508,64
2204,128
956,128
908,64
608,64
624,64
748,64
2040,128
1360,128
256,32
1312,128
1680,128
1124,128
2132,256
1504,128
2600,256
764,64
1404,128
1076,128
1340,128
1020,64
1420,128
1244,128
2180,256
904,128
908,64
1316,128
668,64
1144,128
1780,128
1288,128
1332,128
400,32
2444,256
2784,256
716,64
860,64
1348,128
1452,128
132,16
1132,128
984,128
2528,256
1092,64
2064,256
1044,128
2280,256
2676,256
1676,128
656,64
1412,128
2376,256
1508,128
728,64
2208,256
484,64
1088,128
1160,128
1020,128
1652,128
284,32
1304,128
924,64
2644,256
916,64
1244,128
1908,256
440,64
1456,128
2176,256
948,64
1380,128
608,64
1608,128
1280,128
1124,128
956,64
736,64
3216,256
1020,128
1008,64
1012,64
1236,128
1452,128
1116,128
2348,256
1728,128
1308,128
1432,128
816,64
1576,128
2308,256
1556,128
1612,128
1052,128
1328,128
1120,64
436,32
936,128
896,64
1348,128
1676,128
1032,64
1332,128
616,64
1520,128
2172,256
1704,128
456,64
832,64
1200,64
1172,128
2660,256
916,64
508,64
988,128
1956,128
3076,256
1464,128
648,64
1544,128
1288,128
1108,128
2216,256
1580,128
1288,128
1044,128
1184,128
1492,128
1924,128
580,64
2292,256
1124,128
944,128
848,128
876,128
1564,128
1256,128
1172,128
372,32
1232,128
2484,256
1340,128
956,64
1120,128
772,64
1396,128
1460,128
596,64
1312,128
1284,128
2104,128
3088,256
528,32
1172,128
456,64
500,64
1244,128
3180,256
1024,64
2468,256
688,64
676,64
588,64
2592,256
2628,256
1016,64
540,32
804,64
676,64
1432,128
440,32
1208,128
992,64
2888,256
1060,128
604,64
2024,256
1288,128
1900,128
948,128
1328,128
1132,128
700,64
892,64
1140,128
1292,128
1320,128
2188,256
1472,128
584,64
520,32
980,64
1344,128
1732,128
1488,128
1632,128
572,64
948,64
2652,256
608,64
1612,128
2008,256
1216,128
652,64
752,64
2232,256
1228,128
1064,64
1980,128
428,64
900,64
1152,128
1760,128
784,64
1016,128
1176,128
576,64
1232,128
1116,128
692,64
772,64
848,64
580,64
1368,128
860,64
1420,128
1736,128
3252,256
1292,128
432,64
1624,128
1204,128
928,64
644,64
832,64
328,32
1012,64
572,64
1512,128
768,64
516,64
1032,128
1412,128
972,128
864,128
616,64
980,64
1384,128
1256,128
804,64
1076,128
888,64
1828,256
1056,128
864,128
1468,128
1380,128
980,128
1028,128
636,64
2496,256
652,64
1584,128
2388,256
684,64
1200,128
548,64
824,64
572,64
668,64
1096,128
2000,128
1276,128
2320,256
1020,128
452,32
1300,128
616,64
940,128
968,64
836,64
788,64
716,64
944,64
312,32
2084,128
752,64
2280,256
556,64
812,64
832,64
2640,256
1104,128
1576,128
2724,256
1372,128
640,64
1512,128
1792,128
1268,128
2012,256
1356,128
572,64
1208,128
1304,128
780,64
2612,256
1212,128
1448,128
1576,128
1404,128
1388,128
924,128
816,64
1248,128
1228,128
728,64
1148,128
1776,128
2596,256
1320,128
1056,128
1396,128
1964,256
2432,256
936,64
736,64
432,64
688,64
1604,128
1092,128
1272,64
2240,256
1696,128
768,64
1184,128
828,128
1452,128
1164,128
524,64
1016,128
1488,128
1396,128
1672,128
2316,256
1012,64
804,64
1480,128
2756,256
1924,128
1176,128
628,64
2128,256
1900,128
1004,64
956,64
1892,128
1004,128
1344,128
1300,128
1024,128
2664,256
1236,128
1520,128
776,64
1296,128
376,32
1824,128
1152,128
1520,128
1960,128
992,128
1248,128
2996,256
316,32
808,64
1248,128
308,32
676,64
1468,128
1736,128
1040,128
1556,128
1288,128
1516,128
876,64
1268,128
520,64
560,64
760,64
1288,128
420,64
884,64
1000,64
500,64
540,64
956,64
832,64
2040,128
1272,128
1040,128
872,64
228,32
1036,128
1316,128
1292,128
1276,128
1320,128
2352,256
524,64
2112,128
1280,128
560,64
1244,128
2164,256
876,64
668,64
1356,128
1528,128
852,64
2820,256
1152,64
1384,128
616,64
204,32
656,64
1032,64
1332,128
1448,128
4240,512
976,64
804,64
1444,128
548,64
1064,128
1240,128
2840,256
416,32
1984,256
588,64
1052,128
216,32
1176,128
908,64
2192,256
652,64
1576,128
768,64
1164,128
528,64
1524,128
312,32
1160,128
1136,128
2668,256
1288,128
1348,128
1348,128
692,64
504,64
780,64
1500,128
1636,128
1156,128
1296,128
696,64
612,64
2308,256
628,64
404,32
1392,128
1396,128
572,64
652,64
1480,128
544,64
788,64
1048,128
836,64
916,64
1376,128
1584,128
424,32
612,64
588,32
700,64
716,64
608,64
588,64
736,64
1160,64
1036,64
412,64
536,64
1732,128
1636,128
1480,128
420,32
1276,128
840,64
1060,128
820,64
648,64
2268,128
680,64
668,64
1324,128
816,64
1524,128
1368,128
964,64
2780,256
556,64
1836,256
1444,128
2168,256
1612,128
1456,128
2100,256
580,64
708,64
980,64
1748,128
720,64
1324,128
1312,128
340,32
308,32
1468,128
600,64
1792,128
1064,128
1536,128
604,64
756,64
1228,128
676,64
1248,128
864,64
936,128
532,64
1556,128
1428,128
2280,256
684,64
1336,128
1176,128
2856,256
624,64
816,64
1056,128
772,64
1028,128
980,64
996,64
2164,256
1116,64
1524,128
616,64
648,64
408,32
2500,256
1300,128
1176,128
1300,128
3056,256
832,64
1068,128
688,64
872,64
1676,128
1232,128
1176,128
876,64
1248,128
1672,128
1604,128
1248,128
1184,128
2484,256
752,64
844,64
812,64
1376,128
1324,128
444,32
1108,128
1244,128
456,64
1056,128
336,32
2300,256
1620,128
536,64
1472,128
1644,128
4504,512
464,64
920,64
1940,256
1272,128
1536,128
376,32
644,64
644,64
1588,128
932,64
652,64
732,64
692,64
1104,128
1236,128
676,64
1308,128
1352,128
1480,128
1028,128
1276,128
2248,256
1116,128
860,64
856,64
2900,256
492,64
564,64
1804,128
692,64
3184,256
1256,128
512,64
336,32
1896,256
1080,128
2800,256
516,64
836,128
236,32
2196,256
1424,128
920,128
2532,256
1560,128
1668,128
1172,128
1372,128
1660,256
2156,256
1220,128
2292,256
936,64
792,64
1024,64
2300,256
1128,128
2692,256
1644,128
1248,128
1200,64
556,64
2916,256
1504,128
1628,128
828,128
1620,128
1432,128
1724,256
600,64
1024,128
252,32
348,32
1368,128
1456,128
608,64
728,64
2804,256
1324,128
1384,128
1028,64
2292,256
920,128
1908,128
1236,128
1280,128
1228,128
1212,128
1180,128
1884,256
724,64
1184,128
1584,128
620,64
1356,128
1400,128
1000,64
940,128
1816,128
1032,128
824,64
1332,128
1268,128
1400,128
1408,128
2968,256
1460,128
420,32
1396,128
844,64
2264,256
744,64
1340,128
832,64
1240,128
908,128
1540,128
776,64
1436,128
668,64
924,64
2288,256
820,64
1416,128
1332,128
2372,256
1300,128
1544,128
1768,128
704,64
716,64
1132,128
1256,128
1524,128
1488,128
388,32
496,64
1276,128
2232,256
1908,128
1432,128
1632,128
1120,128
1420,128
552,64
744,64
2564,256
1276,128
1580,128
1176,128
2264,256
564,64
812,128
1020,64
356,32
904,128
1556,128
1096,128
648,64
1368,128
2108,256
836,64
816,64
1576,256
2224,256
1232,128
484,32
1424,128
1144,128
2872,256
2796,256
2080,256
688,64
1824,128
1760,128
1308,128
1548,128
2916,256
